case_id,stop_date,stop_time,driver_gender,year_of_birth,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop,stopped_by
888,2007-12-09,10:18,Female,1976,31,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,Yes,107
889,2007-12-10,15:45,Male,1976,31,White,Other Traffic Violation,Moving violation,Yes,Protective Frisk,Citation,No,16-30 Min,Yes,108
890,2007-12-12,12:12,Male,1988,19,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,No,109
891,2007-12-15,10:47,Male,1982,25,Hispanic,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,0-15 Min,No,100
892,2007-12-21,09:19,Male,1983,24,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,101
893,2007-12-27,10:41,Male,1987,20,Hispanic,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,16-30 Min,Yes,102
894,2007-12-27,19:53,Male,1986,21,Hispanic,Speeding,Speeding,Yes,Probable Cause,Arrest Driver,Yes,16-30 Min,Yes,103
895,2007-12-29,17:04,Male,1987,20,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,No,104
896,2007-12-31,00:31,Male,1989,18,Black,Speeding,Speeding,Yes,"Protective Frisk,Reasonable Suspicion",Citation,No,16-30 Min,No,105
897,2007-12-31,23:56,Male,1984,23,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,Yes,106
898,2008-01-01,00:43,Female,1984,24,White,Other Traffic Violation,Moving violation,Yes,Protective Frisk,Citation,No,16-30 Min,No,107
899,2008-01-01,00:45,Male,1991,17,Hispanic,Other Traffic Violation,Moving violation,Yes,Probable Cause,Citation,No,16-30 Min,No,108
900,2008-01-01,09:34,Male,1964,44,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,109
901,2008-01-05,12:15,Male,1982,26,White,Registration Violation,Registration/plates,Yes,Incident to Arrest,No Action,No,16-30 Min,No,100
902,2008-01-05,12:20,Male,1989,19,White,Registration Violation,Registration/plates,Yes,"Incident to Arrest,Inventory",Citation,No,30+ Min,No,101
903,2008-01-05,22:44,Male,1984,24,White,Speeding,Speeding,Yes,"Incident to Arrest,Protective Frisk",Citation,No,0-15 Min,No,102
904,2008-01-05,23:04,Male,1983,25,White,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,0-15 Min,No,103
905,2008-01-06,13:24,Male,1987,21,Black,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Warning,No,16-30 Min,Yes,104
906,2008-01-06,14:18,Male,1977,31,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,105
907,2008-01-07,10:36,Male,1971,37,White,Other Traffic Violation,Moving violation,Yes,Protective Frisk,Citation,No,16-30 Min,No,106
908,2008-01-11,13:38,Male,1984,24,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,107
909,2008-01-13,01:47,Male,1986,22,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,30+ Min,No,108
910,2008-01-15,08:56,Male,1975,33,White,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,0-15 Min,No,109
911,2008-01-16,00:12,Male,1973,35,Black,Registration Violation,Registration/plates,Yes,Incident to Arrest,Citation,No,0-15 Min,No,100
912,2008-01-16,09:58,Female,1986,22,White,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,30+ Min,No,101
913,2008-01-16,15:00,Female,1945,63,White,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,16-30 Min,No,102
914,2008-01-16,19:22,Female,1956,52,White,Speeding,Speeding,Yes,"Incident to Arrest,Inventory",Citation,No,30+ Min,No,103
915,2008-01-17,00:29,Male,1981,27,Hispanic,Speeding,Speeding,Yes,Reasonable Suspicion,Citation,No,16-30 Min,No,104
916,2008-01-18,13:36,Male,1955,53,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,30+ Min,No,105
917,2008-01-18,14:58,Male,1976,32,Black,Speeding,Speeding,Yes,Inventory,Arrest Driver,Yes,0-15 Min,No,106
918,2008-01-19,23:10,Male,1984,24,Hispanic,Speeding,Speeding,Yes,Probable Cause,Citation,No,30+ Min,No,107
919,2008-01-20,02:00,Male,1986,22,White,Speeding,Speeding,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,108
920,2008-01-22,11:58,Female,1982,26,White,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,16-30 Min,No,109
921,2008-01-24,23:13,Male,1982,26,Hispanic,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,16-30 Min,No,100
922,2008-01-26,17:06,Male,1987,21,White,Suspicious Person,Other,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,Yes,101
923,2008-01-26,19:30,Male,1958,50,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Citation,No,16-30 Min,Yes,102
924,2008-01-27,09:40,Male,1987,21,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,Yes,103
925,2008-01-27,19:58,Male,1988,20,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,0-15 Min,No,104
926,2008-01-27,20:36,Male,1963,45,White,Other Traffic Violation,Moving violation,Yes,Protective Frisk,Citation,No,0-15 Min,No,105
927,2008-01-28,20:50,Male,1961,47,White,Registration Violation,Registration/plates,Yes,Incident to Arrest,Citation,No,30+ Min,No,106
928,2008-01-29,00:28,Male,1976,32,Black,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,30+ Min,Yes,107
929,2008-01-29,15:14,Male,1987,21,Black,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,16-30 Min,No,108
930,2008-01-30,00:27,Male,1984,24,White,Speeding,Speeding,Yes,Inventory,Arrest Driver,Yes,0-15 Min,No,109
931,2008-01-30,19:55,Male,1986,22,Hispanic,Equipment/Inspection Violation,Equipment,Yes,"Incident to Arrest,Inventory",Citation,No,30+ Min,No,100
932,2008-01-31,14:40,Male,1957,51,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,No Action,No,16-30 Min,No,101
933,2008-02-04,00:00,Female,1963,45,White,Speeding,Speeding,Yes,"Incident to Arrest,Probable Cause",Citation,No,30+ Min,Yes,102
934,2008-02-05,20:10,Male,1958,50,Asian,Other Traffic Violation,Moving violation,Yes,Inventory,Citation,No,16-30 Min,No,103
935,2008-02-06,12:21,Male,1986,22,Asian,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,104
936,2008-02-06,18:30,Female,1979,29,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Citation,No,16-30 Min,Yes,105
937,2008-02-06,18:58,Male,1964,44,White,Other Traffic Violation,Moving violation,Yes,Protective Frisk,Citation,No,0-15 Min,No,106
938,2008-02-08,15:06,Male,1982,26,Hispanic,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,107
939,2008-02-09,01:42,Male,1938,70,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,108
940,2008-02-14,11:13,Male,1973,35,White,Equipment/Inspection Violation,Equipment,Yes,Inventory,Arrest Driver,Yes,16-30 Min,No,109
941,2008-02-14,20:39,Male,1986,22,Hispanic,Registration Violation,Registration/plates,Yes,"Incident to Arrest,Inventory,Probable Cause",No Action,No,16-30 Min,Yes,100
942,2008-02-15,12:45,Female,1989,19,White,Registration Violation,Registration/plates,Yes,Inventory,Citation,No,30+ Min,No,101
943,2008-02-15,22:42,Male,1988,20,Black,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,0-15 Min,Yes,102
944,2008-02-16,15:02,Female,1989,19,Hispanic,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,0-15 Min,No,103
945,2008-02-17,02:12,Male,1987,21,White,Call for Service,Other,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,104
946,2008-02-17,12:43,Male,1975,33,Black,Registration Violation,Registration/plates,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,105
947,2008-02-19,11:23,Male,1975,33,Black,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,106
948,2008-02-22,13:07,Male,1980,28,White,Speeding,Speeding,Yes,Reasonable Suspicion,Citation,No,16-30 Min,No,107
949,2008-02-24,17:44,Male,1979,29,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,108
950,2008-02-26,23:33,Male,1967,41,White,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Warning,No,0-15 Min,No,109
951,2008-02-28,01:57,Male,1979,29,Hispanic,Speeding,Speeding,Yes,"Probable Cause,Reasonable Suspicion",Citation,No,16-30 Min,Yes,100
952,2008-02-29,16:47,Male,1986,22,Hispanic,Speeding,Speeding,Yes,Inventory,Citation,No,30+ Min,No,101
953,2008-02-29,20:33,Male,1972,36,Black,Speeding,Speeding,Yes,"Probable Cause,Reasonable Suspicion",Citation,No,30+ Min,No,102
954,2008-02-29,23:07,Male,1983,25,White,Special Detail/Directed Patrol,Other,Yes,"Incident to Arrest,Inventory",Arrest Driver,Yes,16-30 Min,No,103
955,2008-03-01,01:26,Male,1978,30,White,Other Traffic Violation,Moving violation,Yes,"Incident to Arrest,Probable Cause",Arrest Driver,Yes,30+ Min,Yes,104
956,2008-03-02,09:52,Male,1963,45,White,Registration Violation,Registration/plates,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,105
957,2008-03-02,11:38,Male,1967,41,White,Registration Violation,Registration/plates,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,106
958,2008-03-04,10:07,Male,1980,28,White,Speeding,Speeding,Yes,Protective Frisk,Citation,No,16-30 Min,No,107
959,2008-03-04,10:26,Male,1963,45,Black,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,108
960,2008-03-05,20:26,Male,1987,21,Black,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,No,109
961,2008-03-07,12:17,Male,1979,29,White,Registration Violation,Registration/plates,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,100
962,2008-03-09,14:47,Male,1958,50,White,Registration Violation,Registration/plates,Yes,Inventory,Citation,No,16-30 Min,No,101
963,2008-03-12,01:35,Male,1958,50,White,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,0-15 Min,No,102
964,2008-03-12,17:29,Male,1989,19,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Passenger,Yes,30+ Min,No,103
965,2008-03-13,21:00,Male,1970,38,Black,Other Traffic Violation,Moving violation,Yes,Probable Cause,Arrest Driver,Yes,0-15 Min,Yes,104
966,2008-03-14,20:47,Female,1985,23,Black,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No,105
967,2008-03-15,09:00,Male,1967,41,Black,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,106
968,2008-03-16,00:58,Female,1985,23,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Citation,No,16-30 Min,No,107
969,2008-03-17,09:23,Female,1974,34,Hispanic,Registration Violation,Registration/plates,Yes,Incident to Arrest,Citation,No,16-30 Min,No,108
970,2008-03-18,22:35,Female,1972,36,Hispanic,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,109
971,2008-03-21,00:02,Male,1973,35,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Citation,No,0-15 Min,Yes,100
972,2008-03-23,00:01,Male,1979,29,Asian,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,101
973,2008-03-24,23:39,Male,1977,31,Black,Speeding,Speeding,Yes,Reasonable Suspicion,Citation,No,0-15 Min,No,102
974,2008-03-26,19:55,Female,1954,54,White,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,16-30 Min,No,103
975,2008-03-28,00:49,Male,1988,20,Hispanic,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,No Action,No,16-30 Min,No,104
976,2008-03-30,01:10,Male,1981,27,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,0-15 Min,Yes,105
977,2008-03-30,11:54,Male,1959,49,Black,Equipment/Inspection Violation,Equipment,Yes,Reasonable Suspicion,Citation,No,16-30 Min,No,106
978,2008-03-31,01:18,Male,1950,58,Hispanic,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,107
979,2008-03-31,08:30,Male,1953,55,White,Registration Violation,Registration/plates,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,108
980,2008-04-01,02:27,Male,1953,55,Black,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,109
981,2008-04-03,15:00,Male,1986,22,Hispanic,Registration Violation,Registration/plates,Yes,Incident to Arrest,Citation,No,16-30 Min,No,100
982,2008-04-04,18:23,Female,1985,23,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,0-15 Min,No,101
983,2008-04-05,01:42,Male,1975,33,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Citation,No,0-15 Min,No,102
984,2008-04-05,15:02,Male,1986,22,White,Speeding,Speeding,Yes,Protective Frisk,Citation,No,16-30 Min,No,103
985,2008-04-06,20:52,Female,1978,30,Hispanic,Warrant,Other,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,104
986,2008-04-07,03:14,Male,1972,36,Hispanic,Other Traffic Violation,Moving violation,Yes,Reasonable Suspicion,Warning,No,16-30 Min,No,105
987,2008-04-07,14:04,Male,1961,47,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,106
988,2008-04-07,23:59,Male,1988,20,White,Speeding,Speeding,Yes,Reasonable Suspicion,Citation,No,0-15 Min,Yes,107
989,2008-04-08,14:31,Male,1960,48,Hispanic,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,16-30 Min,No,108
990,2008-04-08,15:26,Male,1968,40,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,109
991,2008-04-13,01:06,Male,1987,21,White,Warrant,Other,Yes,Incident to Arrest,Citation,No,16-30 Min,No,100
992,2008-04-14,00:25,Male,1956,52,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Citation,No,16-30 Min,Yes,101
993,2008-04-16,07:10,Female,1977,31,White,Speeding,Speeding,Yes,"Incident to Arrest,Protective Frisk",Citation,No,30+ Min,No,102
994,2008-04-17,01:21,Male,1969,39,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Citation,No,30+ Min,No,103
995,2008-04-19,18:30,Female,1967,41,Black,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,16-30 Min,No,104
996,2008-04-21,11:19,Male,1993,15,Hispanic,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,105
997,2008-04-23,07:05,Male,1963,45,Hispanic,Speeding,Speeding,Yes,Reasonable Suspicion,Citation,No,0-15 Min,No,106
998,2008-04-25,07:42,Female,1977,31,Black,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,Yes,107
999,2008-04-25,07:45,Female,1987,21,White,APB,Other,Yes,Incident to Arrest,Citation,No,16-30 Min,No,108
1000,2008-04-27,17:58,Male,1975,33,White,Speeding,Speeding,Yes,Inventory,Citation,No,30+ Min,No,109
1001,2008-04-30,10:14,Male,1952,56,Black,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,30+ Min,No,100
1002,2008-04-30,15:37,Female,1987,21,White,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,30+ Min,No,101
1003,2008-05-02,16:05,Male,1984,24,White,Speeding,Speeding,Yes,Reasonable Suspicion,Citation,No,16-30 Min,No,102
1004,2008-05-03,01:53,Male,1979,29,Black,Speeding,Speeding,Yes,Protective Frisk,Citation,No,0-15 Min,No,103
1005,2008-05-03,20:35,Male,1976,32,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,30+ Min,No,104
1006,2008-05-03,23:05,Female,1986,22,Hispanic,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,16-30 Min,No,105
1007,2008-05-06,01:31,Male,1983,25,White,Speeding,Speeding,Yes,"Incident to Arrest,Inventory",Citation,No,30+ Min,No,106
1008,2008-05-09,03:00,Male,1960,48,Hispanic,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,107
1009,2008-05-10,03:34,Male,1984,24,Hispanic,Speeding,Speeding,Yes,Inventory,Citation,No,16-30 Min,No,108
1010,2008-05-12,23:31,Female,1983,25,Black,Other Traffic Violation,Moving violation,Yes,Protective Frisk,Arrest Passenger,Yes,16-30 Min,No,109
1011,2008-05-13,02:12,Male,1986,22,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,Yes,100
1012,2008-05-13,18:30,Male,1983,25,White,Other Traffic Violation,Moving violation,Yes,"Incident to Arrest,Protective Frisk",Arrest Driver,Yes,16-30 Min,No,101
1013,2008-05-14,02:30,Female,1987,21,Black,Other Traffic Violation,Moving violation,Yes,Probable Cause,Arrest Driver,Yes,30+ Min,Yes,102
1014,2008-05-14,09:54,Female,1981,27,Hispanic,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,No Action,No,16-30 Min,No,103
1015,2008-05-14,22:44,Male,1985,23,Asian,Equipment/Inspection Violation,Equipment,Yes,Reasonable Suspicion,Citation,No,0-15 Min,Yes,104
1016,2008-05-18,16:04,Male,1982,26,White,Registration Violation,Registration/plates,Yes,Probable Cause,Citation,No,16-30 Min,Yes,105
1017,2008-05-18,16:55,Female,1967,41,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,16-30 Min,No,106
1018,2008-05-20,00:26,Male,1978,30,White,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,30+ Min,Yes,107
1019,2008-05-20,23:47,Male,1963,45,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,108
1020,2008-05-24,01:43,Male,1982,26,Hispanic,Speeding,Speeding,Yes,"Incident to Arrest,Inventory",Arrest Driver,Yes,30+ Min,No,109
1021,2008-05-24,06:00,Male,1978,30,White,Call for Service,Other,Yes,Protective Frisk,Citation,No,30+ Min,Yes,100
1022,2008-05-24,09:17,Female,1976,32,White,Special Detail/Directed Patrol,Other,Yes,Incident to Arrest,Citation,No,16-30 Min,No,101
1023,2008-05-24,14:06,Male,1977,31,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,No,102
1024,2008-05-25,00:34,Female,1982,26,White,Other Traffic Violation,Moving violation,Yes,Reasonable Suspicion,Citation,No,16-30 Min,No,103
1025,2008-05-25,01:06,Female,1992,16,Hispanic,Registration Violation,Registration/plates,Yes,Incident to Arrest,No Action,No,16-30 Min,No,104
1026,2008-05-25,09:28,Male,1986,22,White,Registration Violation,Registration/plates,Yes,"Incident to Arrest,Inventory",Arrest Driver,Yes,30+ Min,No,105
1027,2008-05-25,23:55,Female,1957,51,White,Speeding,Speeding,Yes,Inventory,Citation,No,30+ Min,No,106
1028,2008-05-26,02:10,Male,1980,28,Hispanic,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,107
1029,2008-05-26,11:55,Male,1969,39,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,Yes,108
1030,2008-05-28,01:34,Female,1986,22,White,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,30+ Min,No,109
1031,2008-05-28,10:32,Male,1982,26,Hispanic,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,30+ Min,No,100
1032,2008-05-28,17:44,Male,1961,47,White,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,0-15 Min,No,101
1033,2008-05-31,03:06,Female,1975,33,White,Suspicious Person,Other,Yes,Probable Cause,Citation,No,30+ Min,No,102
1034,2008-06-02,01:25,Male,1985,23,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,16-30 Min,No,103
1035,2008-06-02,14:31,Male,1980,28,Hispanic,Speeding,Speeding,Yes,"Incident to Arrest,Inventory",Arrest Driver,Yes,16-30 Min,No,104
1036,2008-06-06,01:05,Female,1983,25,Black,Speeding,Speeding,Yes,Probable Cause,Citation,No,30+ Min,No,105
1037,2008-06-06,02:32,Male,1982,26,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,No Action,No,30+ Min,Yes,106
1038,2008-06-07,00:17,Male,1976,32,Asian,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,No Action,No,16-30 Min,No,107
1039,2008-06-07,09:15,Female,1988,20,Hispanic,Speeding,Speeding,Yes,"Incident to Arrest,Probable Cause",Citation,No,30+ Min,Yes,108
1040,2008-06-09,21:08,Male,1984,24,White,Registration Violation,Registration/plates,Yes,"Incident to Arrest,Inventory,Protective Frisk",Citation,No,30+ Min,No,109
1041,2008-06-12,00:16,Male,1986,22,Black,Other Traffic Violation,Moving violation,Yes,Probable Cause,Citation,No,16-30 Min,No,100
1042,2008-06-13,23:56,Male,1968,40,Hispanic,Registration Violation,Registration/plates,Yes,Incident to Arrest,Citation,No,16-30 Min,No,101
1043,2008-06-14,00:31,Male,1979,29,White,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,30+ Min,No,102
1044,2008-06-14,00:34,Male,1980,28,Hispanic,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,0-15 Min,No,103
1045,2008-06-14,00:34,Male,1980,28,Hispanic,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,30+ Min,No,104
1046,2008-06-14,14:15,Male,1982,26,Black,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,30+ Min,No,105
1047,2008-06-14,23:25,Male,1953,55,White,Speeding,Speeding,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,106
1048,2008-06-16,01:10,Male,1985,23,Hispanic,Call for Service,Other,Yes,Incident to Arrest,Citation,No,30+ Min,No,107
1049,2008-06-18,23:00,Male,1983,25,Black,Speeding,Speeding,Yes,Probable Cause,Citation,No,30+ Min,Yes,108
1050,2008-06-19,23:46,Male,1969,39,Black,Speeding,Speeding,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,109
1051,2008-06-19,23:46,Male,1975,33,Black,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,16-30 Min,No,100
1052,2008-06-20,21:28,Male,1990,18,White,Registration Violation,Registration/plates,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,101
1053,2008-06-21,13:04,Male,1981,27,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,30+ Min,No,102
1054,2008-06-23,23:11,Male,1986,22,Hispanic,Speeding,Speeding,Yes,Incident to Arrest,No Action,No,16-30 Min,No,103
1055,2008-06-24,00:08,Male,1986,22,White,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,0-15 Min,Yes,104
1056,2008-06-24,22:40,Male,1979,29,White,Call for Service,Other,Yes,Incident to Arrest,Citation,No,16-30 Min,No,105
1057,2008-06-30,01:17,Male,1961,47,Black,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,No Action,No,16-30 Min,No,106
1058,2008-07-04,00:56,Male,1977,31,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Citation,No,0-15 Min,Yes,107
1059,2008-07-04,22:47,Male,1938,70,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,16-30 Min,No,108
1060,2008-07-05,00:31,Male,1985,23,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,No,109
1061,2008-07-05,13:53,Male,1983,25,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,30+ Min,Yes,100
1062,2008-07-07,08:52,Male,1965,43,Hispanic,Registration Violation,Registration/plates,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,101
1063,2008-07-07,23:39,Male,1987,21,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,30+ Min,No,102
1064,2008-07-09,03:11,Male,1986,22,Black,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,30+ Min,No,103
1065,2008-07-12,00:21,Male,1979,29,White,Other Traffic Violation,Moving violation,Yes,"Probable Cause,Reasonable Suspicion",Citation,No,0-15 Min,Yes,104
1066,2008-07-12,01:24,Male,1989,19,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,Yes,105
1067,2008-07-15,20:05,Male,1978,30,White,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,16-30 Min,No,106
1068,2008-07-18,23:05,Male,1979,29,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,0-15 Min,No,107
1069,2008-07-19,15:50,Male,1960,48,White,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,16-30 Min,No,108
1070,2008-07-19,20:45,Male,1939,69,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,109
1071,2008-07-25,06:08,Male,1973,35,Hispanic,Call for Service,Other,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,100
1072,2008-07-25,23:38,Male,1977,31,White,Registration Violation,Registration/plates,Yes,Probable Cause,Citation,No,16-30 Min,No,101
1073,2008-07-26,03:19,Male,1983,25,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Passenger,Yes,30+ Min,Yes,102
1074,2008-07-27,00:01,Male,1989,19,Hispanic,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,Yes,103
1075,2008-07-28,16:44,Female,1990,18,White,Equipment/Inspection Violation,Equipment,Yes,Protective Frisk,Citation,No,0-15 Min,No,104
1076,2008-07-30,09:34,Male,1987,21,Black,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,0-15 Min,No,105
1077,2008-07-30,17:10,Male,1981,27,White,Registration Violation,Registration/plates,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,106
1078,2008-07-31,02:45,Male,1973,35,Black,Special Detail/Directed Patrol,Other,Yes,Reasonable Suspicion,Citation,No,30+ Min,No,107
1079,2008-08-03,03:15,Male,1982,26,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Arrest Driver,Yes,30+ Min,Yes,108
1080,2008-08-05,14:35,Male,1946,62,Hispanic,Speeding,Speeding,Yes,Reasonable Suspicion,Citation,No,30+ Min,No,109
1081,2008-08-06,23:00,Male,1989,19,Black,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,No,100
1082,2008-08-09,16:09,Male,1953,55,White,Call for Service,Other,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,101
1083,2008-08-10,11:20,Female,1989,19,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No,102
1084,2008-08-11,11:07,Female,1973,35,Hispanic,Registration Violation,Registration/plates,Yes,Incident to Arrest,Citation,No,30+ Min,No,103
1085,2008-08-11,14:46,Male,1982,26,Asian,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,0-15 Min,No,104
