case_id;stop_date;stop_time;driver_gender;year_of_birth;driver_age;driver_race;violation_raw;violation;search_conducted;search_type;stop_outcome;is_arrested;stop_duration;drugs_related_stop;stopped_by
675;14.5.2007;16:44;Male;1981;26;Hispanic;Speeding;Speeding;Yes;Incident to Arrest,Inventory;Arrest Driver;Yes;30+ Min;No;104
676;14.5.2007;17:30;Male;1967;40;White;Other Traffic Violation;Moving violation;Yes;Probable Cause;Citation;No;0-15 Min;No;105
677;15.5.2007;7:08;Male;1978;29;Black;Speeding;Speeding;Yes;Inventory;Citation;No;30+ Min;No;106
678;15.5.2007;7:19;Male;1985;22;Black;Other Traffic Violation;Moving violation;Yes;Inventory,Probable Cause;Citation;No;30+ Min;Yes;107
679;16.5.2007;2:30;Female;1967;40;Black;Registration Violation;Registration/plates;Yes;Incident to Arrest;Citation;No;30+ Min;No;108
680;17.5.2007;2:00;Male;1985;22;White;Equipment/Inspection Violation;Equipment;Yes;Probable Cause,Reasonable Suspicion;N/D;No;30+ Min;Yes;109
681;18.5.2007;9:15;Male;1980;27;White;Registration Violation;Registration/plates;Yes;Inventory;Citation;No;16-30 Min;No;100
682;19.5.2007;8:15;Male;1978;29;White;Registration Violation;Registration/plates;Yes;Probable Cause;Citation;No;30+ Min;Yes;101
683;20.5.2007;23:32;Male;1987;20;White;Equipment/Inspection Violation;Equipment;Yes;Probable Cause;Citation;No;0-15 Min;No;102
684;21.5.2007;14:30;Male;1980;27;Asian;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest,Probable Cause,Reasonable Suspicion;Arrest Driver;Yes;30+ Min;No;103
685;22.5.2007;0:39;Male;1985;22;Black;Speeding;Speeding;Yes;Incident to Arrest;Citation;No;30+ Min;No;104
686;23.5.2007;10:47;Male;1979;28;White;Speeding;Speeding;Yes;Incident to Arrest;Citation;No;0-15 Min;No;105
687;23.5.2007;21:45;Male;1978;29;White;Call for Service;Other;Yes;Incident to Arrest;Arrest Driver;Yes;30+ Min;No;106
688;23.5.2007;23:20;Male;1962;45;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Citation;No;16-30 Min;No;107
689;24.5.2007;19:18;Male;1958;49;White;Equipment/Inspection Violation;Equipment;Yes;Probable Cause;Citation;No;0-15 Min;No;108
690;25.5.2007;10:20;Male;1975;32;Hispanic;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Citation;No;30+ Min;No;109
691;27.5.2007;9:30;Male;1985;22;White;Speeding;Speeding;Yes;Incident to Arrest,Inventory;Arrest Driver;Yes;30+ Min;No;100
692;29.5.2007;1:05;Male;1975;32;White;Special Detail/Directed Patrol;Other;Yes;Incident to Arrest,Inventory;Arrest Driver;Yes;30+ Min;No;101
693;29.5.2007;19:19;Male;1987;20;Black;Speeding;Speeding;Yes;Incident to Arrest,Inventory;Arrest Driver;Yes;30+ Min;No;102
694;29.5.2007;20:50;Male;1985;22;White;Speeding;Speeding;Yes;Incident to Arrest;Arrest Passenger;Yes;16-30 Min;No;103
695;30.5.2007;14:20;Male;1960;47;White;Other Traffic Violation;Moving violation;Yes;Probable Cause;Citation;No;16-30 Min;No;104
696;1.6.2007;8:20;Male;1966;41;White;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest,Inventory;Citation;No;16-30 Min;No;105
697;1.6.2007;16:20;Male;1988;19;Black;Other Traffic Violation;Moving violation;Yes;Protective Frisk;Citation;No;16-30 Min;No;106
698;3.6.2007;1:40;Male;1951;56;Hispanic;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Arrest Driver;Yes;16-30 Min;No;107
699;4.6.2007;11:00;Female;1971;36;White;Speeding;Speeding;Yes;Incident to Arrest;Citation;No;16-30 Min;No;108
700;5.6.2007;0:00;Male;1975;32;Asian;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest;Arrest Driver;Yes;30+ Min;No;109
701;5.6.2007;13:45;Male;1962;45;White;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest;Arrest Passenger;Yes;30+ Min;No;100
702;7.6.2007;1:55;Male;1976;31;White;Other Traffic Violation;Moving violation;Yes;Probable Cause;Citation;No;16-30 Min;Yes;101
703;7.6.2007;2:48;Male;1983;24;Hispanic;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;No Action;No;0-15 Min;No;102
704;7.6.2007;13:43;Male;1982;25;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;No Action;No;0-15 Min;No;103
705;8.6.2007;3:02;Male;1983;24;Asian;Speeding;Speeding;Yes;Incident to Arrest;Citation;No;30+ Min;Yes;104
706;11.6.2007;13:05;Male;1985;22;White;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest;Citation;No;30+ Min;No;105
707;11.6.2007;23:00;Male;1985;22;White;Speeding;Speeding;Yes;Protective Frisk;Citation;No;16-30 Min;No;106
708;11.6.2007;23:32;Male;1963;44;White;Speeding;Speeding;Yes;Incident to Arrest;Arrest Driver;Yes;30+ Min;Yes;107
709;12.6.2007;0:14;Male;1978;29;Black;Speeding;Speeding;Yes;Incident to Arrest;Arrest Driver;Yes;16-30 Min;No;108
710;12.6.2007;11:40;Male;1948;59;White;Registration Violation;Registration/plates;Yes;Incident to Arrest;Citation;No;16-30 Min;No;109
711;12.6.2007;22:50;Male;1981;26;Black;Special Detail/Directed Patrol;Other;Yes;Incident to Arrest,Inventory;Arrest Driver;Yes;30+ Min;No;100
712;12.6.2007;23:18;Male;1981;26;White;Speeding;Speeding;Yes;Probable Cause,Protective Frisk;Citation;No;16-30 Min;Yes;101
713;13.6.2007;1:14;Male;1986;21;Black;Speeding;Speeding;Yes;Probable Cause;Citation;No;16-30 Min;Yes;102
714;13.6.2007;20:46;Male;1985;22;Hispanic;Other Traffic Violation;Moving violation;Yes;Reasonable Suspicion;Citation;No;16-30 Min;No;103
715;14.6.2007;2:30;Male;1980;27;White;Speeding;Speeding;Yes;Probable Cause;Citation;No;16-30 Min;No;104
716;14.6.2007;16:41;Female;1976;31;Black;Speeding;Speeding;Yes;Incident to Arrest;Citation;No;16-30 Min;No;105
717;16.6.2007;0:05;Male;1987;20;Hispanic;Speeding;Speeding;Yes;Incident to Arrest,Protective Frisk;Arrest Driver;Yes;16-30 Min;No;106
718;16.6.2007;1:25;Female;1982;25;White;Call for Service;Other;Yes;Incident to Arrest;Citation;No;16-30 Min;Yes;107
719;18.6.2007;6:15;Male;1939;68;Black;Speeding;Speeding;Yes;Reasonable Suspicion;Citation;No;16-30 Min;No;108
720;20.6.2007;0:22;Male;1957;50;Black;Speeding;Speeding;Yes;Incident to Arrest;Citation;No;30+ Min;No;109
721;20.6.2007;23:05;Male;1963;44;Asian;Other Traffic Violation;Moving violation;Yes;Protective Frisk;Citation;No;16-30 Min;No;100
722;23.6.2007;20:39;Male;1989;18;White;Speeding;Speeding;Yes;Probable Cause;Arrest Driver;Yes;16-30 Min;Yes;101
723;24.6.2007;0:14;Male;1983;24;Asian;Speeding;Speeding;Yes;Incident to Arrest;Arrest Driver;Yes;30+ Min;No;102
724;24.6.2007;3:10;Male;1981;26;Black;Speeding;Speeding;Yes;Probable Cause,Protective Frisk;Citation;No;30+ Min;Yes;103
725;25.6.2007;2:42;Male;1983;24;Black;Registration Violation;Registration/plates;Yes;Incident to Arrest;Arrest Passenger;Yes;30+ Min;Yes;104
726;26.6.2007;23:50;Male;1980;27;White;Speeding;Speeding;Yes;Incident to Arrest;Arrest Passenger;Yes;16-30 Min;No;105
727;30.6.2007;0:36;Male;1985;22;White;Speeding;Speeding;Yes;Protective Frisk;Citation;No;16-30 Min;No;106
728;30.6.2007;14:48;Male;1987;20;White;Other Traffic Violation;Moving violation;Yes;Protective Frisk;Arrest Driver;Yes;16-30 Min;No;107
729;4.7.2007;0:40;Female;1983;24;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Arrest Driver;Yes;0-15 Min;No;108
730;5.7.2007;18:15;Male;1971;36;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Arrest Driver;Yes;16-30 Min;No;109
731;6.7.2007;6:58;Male;1983;24;White;Speeding;Speeding;Yes;Incident to Arrest;Arrest Driver;Yes;30+ Min;No;100
732;6.7.2007;16:15;Male;1968;39;Hispanic;Registration Violation;Registration/plates;Yes;Incident to Arrest;Arrest Driver;Yes;16-30 Min;No;101
733;6.7.2007;20:33;Male;1967;40;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Arrest Driver;Yes;16-30 Min;No;102
734;7.7.2007;9:18;Male;1975;32;Black;Speeding;Speeding;Yes;Reasonable Suspicion;Citation;No;0-15 Min;No;103
735;7.7.2007;17:39;Male;1983;24;Hispanic;Speeding;Speeding;Yes;Incident to Arrest;Citation;No;16-30 Min;No;104
736;10.7.2007;0:50;Male;1956;51;White;Speeding;Speeding;Yes;Incident to Arrest,Inventory,Probable Cause;Citation;No;30+ Min;No;105
737;10.7.2007;2:04;Male;1977;30;White;Registration Violation;Registration/plates;Yes;Incident to Arrest;Citation;No;30+ Min;No;106
738;10.7.2007;14:46;Male;1983;24;Black;Speeding;Speeding;Yes;Probable Cause;Citation;No;16-30 Min;No;107
739;13.7.2007;20:07;Male;1989;18;Black;Other Traffic Violation;Moving violation;Yes;Incident to Arrest,Probable Cause;Citation;No;30+ Min;Yes;108
740;14.7.2007;0:33;Male;1980;27;Black;Speeding;Speeding;Yes;Incident to Arrest,Probable Cause;Citation;No;30+ Min;Yes;109
741;14.7.2007;9:15;Female;1962;45;Black;Speeding;Speeding;Yes;Probable Cause;Citation;No;30+ Min;No;100
742;14.7.2007;16:39;Female;1978;29;Black;Equipment/Inspection Violation;Equipment;Yes;Inventory;Citation;No;16-30 Min;No;101
743;15.7.2007;15:22;Female;1958;49;White;Registration Violation;Registration/plates;Yes;Inventory;Citation;No;16-30 Min;No;102
744;15.7.2007;18:08;Male;1988;19;White;Other Traffic Violation;Moving violation;Yes;Probable Cause;Citation;No;16-30 Min;No;103
745;15.7.2007;18:08;Male;1988;19;White;Other Traffic Violation;Moving violation;Yes;Probable Cause;Citation;No;16-30 Min;No;104
746;16.7.2007;21:00;Female;1982;25;Black;Speeding;Speeding;Yes;Probable Cause;Citation;No;16-30 Min;Yes;105
747;17.7.2007;15:20;Male;1956;51;Black;Registration Violation;Registration/plates;Yes;Inventory;Citation;No;16-30 Min;No;106
748;19.7.2007;22:50;Male;1989;18;Black;Speeding;Speeding;Yes;Probable Cause;Arrest Passenger;Yes;16-30 Min;Yes;107
749;20.7.2007;19:25;Male;1977;30;White;Equipment/Inspection Violation;Equipment;Yes;Probable Cause;Arrest Driver;Yes;16-30 Min;Yes;108
750;20.7.2007;21:45;Male;1975;32;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Arrest Driver;Yes;16-30 Min;Yes;109
751;20.7.2007;23:00;Male;1970;37;Black;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Arrest Driver;Yes;0-15 Min;No;100
752;21.7.2007;19:23;Male;1974;33;Hispanic;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Citation;No;30+ Min;Yes;101
753;23.7.2007;19:46;Male;1988;19;Hispanic;Registration Violation;Registration/plates;Yes;Incident to Arrest;Citation;No;16-30 Min;No;102
754;24.7.2007;10:50;Male;1982;25;Black;Speeding;Speeding;Yes;Probable Cause;Citation;No;16-30 Min;Yes;103
755;25.7.2007;10:12;Male;1964;43;Hispanic;Registration Violation;Registration/plates;Yes;Incident to Arrest;Citation;No;30+ Min;No;104
756;25.7.2007;10:24;Female;1960;47;Hispanic;Speeding;Speeding;Yes;Incident to Arrest;Arrest Driver;Yes;16-30 Min;No;105
757;25.7.2007;13:00;Male;1985;22;White;Equipment/Inspection Violation;Equipment;Yes;Reasonable Suspicion;Citation;No;16-30 Min;Yes;106
758;27.7.2007;19:40;Male;1980;27;Hispanic;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest,Inventory;Arrest Driver;Yes;30+ Min;No;107
759;28.7.2007;1:51;Male;1973;34;White;APB;Other;Yes;Incident to Arrest;Arrest Driver;Yes;30+ Min;No;108
760;28.7.2007;22:08;Female;1981;26;Black;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest;Citation;No;30+ Min;No;109
761;28.7.2007;22:42;Male;1980;27;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Citation;No;0-15 Min;No;100
762;29.7.2007;0:44;Male;1975;32;White;Special Detail/Directed Patrol;Other;Yes;Incident to Arrest,Inventory,Protective Frisk;Arrest Driver;Yes;30+ Min;No;101
763;29.7.2007;13:06;Male;1972;35;Hispanic;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest;Arrest Driver;Yes;0-15 Min;No;102
764;30.7.2007;0:01;Male;1964;43;Hispanic;Speeding;Speeding;Yes;Probable Cause;Citation;No;16-30 Min;No;103
765;30.7.2007;11:15;Male;1965;42;White;Speeding;Speeding;Yes;Incident to Arrest;Citation;No;0-15 Min;No;104
766;31.7.2007;2:41;Male;1973;34;Black;Other Traffic Violation;Moving violation;Yes;Probable Cause,Reasonable Suspicion;Citation;No;30+ Min;No;105
767;31.7.2007;2:45;Male;1981;26;White;Speeding;Speeding;Yes;Probable Cause;Citation;No;16-30 Min;No;106
768;31.7.2007;2:53;Female;1974;33;White;Registration Violation;Registration/plates;Yes;Incident to Arrest;Arrest Passenger;Yes;16-30 Min;No;107
769;31.7.2007;10:39;Male;1979;28;White;Speeding;Speeding;Yes;Incident to Arrest,Inventory;Arrest Driver;Yes;30+ Min;No;108
770;31.7.2007;18:15;Male;1955;52;White;Registration Violation;Registration/plates;Yes;Incident to Arrest,Inventory;Arrest Driver;Yes;30+ Min;No;109
771;31.7.2007;23:22;Male;1957;50;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;No Action;No;16-30 Min;No;100
772;2.8.2007;23:00;Male;1987;20;Hispanic;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Arrest Driver;Yes;16-30 Min;No;101
773;4.8.2007;0:19;Male;1987;20;White;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest;Citation;No;30+ Min;Yes;102
774;4.8.2007;1:18;Male;1983;24;Black;Registration Violation;Registration/plates;Yes;Incident to Arrest;Citation;No;16-30 Min;No;103
775;5.8.2007;23:06;Female;1973;34;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest,Protective Frisk;Arrest Driver;Yes;30+ Min;No;104
776;5.8.2007;23:58;Male;1987;20;White;Other Traffic Violation;Moving violation;Yes;Probable Cause;Arrest Driver;Yes;30+ Min;Yes;105
777;6.8.2007;9:52;Male;1985;22;Hispanic;Registration Violation;Registration/plates;Yes;Incident to Arrest;Citation;No;30+ Min;No;106
778;7.8.2007;18:19;Male;1965;42;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Arrest Driver;Yes;30+ Min;No;107
779;8.8.2007;10:00;Male;1981;26;Hispanic;Speeding;Speeding;Yes;Inventory;Citation;No;30+ Min;No;108
780;8.8.2007;11:54;Female;1977;30;Black;Speeding;Speeding;Yes;Incident to Arrest;Arrest Driver;Yes;16-30 Min;No;109
781;8.8.2007;22:21;Male;1983;24;White;Registration Violation;Registration/plates;Yes;Incident to Arrest,Probable Cause;Citation;No;30+ Min;Yes;100
782;9.8.2007;0:24;Male;1989;18;White;Other Traffic Violation;Moving violation;Yes;Probable Cause;Citation;No;16-30 Min;Yes;101
783;9.8.2007;13:28;Male;1983;24;White;Speeding;Speeding;Yes;Probable Cause;Citation;No;0-15 Min;No;102
784;9.8.2007;22:34;Male;1986;21;Black;Speeding;Speeding;Yes;Probable Cause,Reasonable Suspicion;Citation;No;0-15 Min;No;103
785;9.8.2007;22:34;Male;1988;19;Hispanic;Other Traffic Violation;Moving violation;Yes;Incident to Arrest,Probable Cause;Arrest Driver;Yes;30+ Min;Yes;104
786;10.8.2007;1:14;Male;1983;24;Black;Speeding;Speeding;Yes;Probable Cause;Citation;No;16-30 Min;No;105
787;10.8.2007;21:56;Male;1975;32;White;Registration Violation;Registration/plates;Yes;Probable Cause;Citation;No;16-30 Min;Yes;106
788;11.8.2007;1:49;Male;1987;20;Hispanic;Other Traffic Violation;Moving violation;Yes;Probable Cause;Citation;No;30+ Min;No;107
789;12.8.2007;6:44;Male;1984;23;Black;Speeding;Speeding;Yes;Probable Cause;Citation;No;0-15 Min;Yes;108
790;12.8.2007;10:53;Male;1976;31;Hispanic;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest;Citation;No;0-15 Min;No;109
791;12.8.2007;20:43;Male;1967;40;Hispanic;Registration Violation;Registration/plates;Yes;Incident to Arrest;Citation;No;30+ Min;No;100
792;15.8.2007;1:30;Male;1973;34;Black;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Citation;No;16-30 Min;No;101
793;15.8.2007;18:01;Male;1958;49;White;Registration Violation;Registration/plates;Yes;Incident to Arrest;Arrest Driver;Yes;16-30 Min;No;102
794;16.8.2007;1:11;Male;1985;22;Hispanic;Speeding;Speeding;Yes;Inventory,Probable Cause,Reasonable Suspicion;Citation;No;30+ Min;No;103
795;16.8.2007;10:57;Female;1982;25;White;Speeding;Speeding;Yes;Reasonable Suspicion;Citation;No;0-15 Min;No;104
796;16.8.2007;23:35;Male;1987;20;Black;Speeding;Speeding;Yes;Inventory,Protective Frisk;Citation;No;30+ Min;No;105
797;17.8.2007;7:23;Male;1984;23;Hispanic;Speeding;Speeding;Yes;Protective Frisk;Citation;No;0-15 Min;No;106
798;18.8.2007;21:50;Male;1984;23;Black;Equipment/Inspection Violation;Equipment;Yes;Protective Frisk;Citation;No;0-15 Min;No;107
799;20.8.2007;22:21;Female;1966;41;Hispanic;Speeding;Speeding;Yes;Protective Frisk;Citation;No;0-15 Min;No;108
800;23.8.2007;10:29;Male;1967;40;Black;Registration Violation;Registration/plates;Yes;Incident to Arrest,Inventory;Arrest Driver;Yes;30+ Min;No;109
801;23.8.2007;21:55;Male;1982;25;Black;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Citation;No;16-30 Min;No;100
802;24.8.2007;17:10;Male;1987;20;Black;Call for Service;Other;Yes;Incident to Arrest;Arrest Driver;Yes;16-30 Min;No;101
803;27.8.2007;0:46;Male;1986;21;White;Speeding;Speeding;Yes;Incident to Arrest;Arrest Driver;Yes;0-15 Min;No;102
804;1.9.2007;19:32;Male;1982;25;Black;Speeding;Speeding;Yes;Reasonable Suspicion;Citation;No;30+ Min;No;103
805;1.9.2007;21:40;Male;1988;19;Black;Registration Violation;Registration/plates;Yes;Probable Cause;Arrest Passenger;Yes;16-30 Min;Yes;104
806;2.9.2007;12:52;Male;1976;31;Black;Speeding;Speeding;Yes;Inventory;Citation;No;16-30 Min;No;105
807;3.9.2007;3:26;Female;1985;22;Black;Speeding;Speeding;Yes;Probable Cause;Arrest Driver;Yes;0-15 Min;No;106
808;3.9.2007;9:04;Male;1980;27;Black;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Citation;No;16-30 Min;No;107
809;3.9.2007;9:04;Male;1980;27;Black;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Arrest Driver;Yes;16-30 Min;No;108
810;3.9.2007;10:29;Female;1960;47;Black;Speeding;Speeding;Yes;Incident to Arrest;Arrest Driver;Yes;16-30 Min;No;109
811;3.9.2007;23:59;Male;1989;18;Hispanic;Equipment/Inspection Violation;Equipment;Yes;Probable Cause;No Action;No;16-30 Min;Yes;100
812;4.9.2007;1:50;Male;1988;19;White;Equipment/Inspection Violation;Equipment;Yes;Probable Cause,Protective Frisk;Citation;No;16-30 Min;No;101
813;4.9.2007;17:10;Male;1988;19;Hispanic;Registration Violation;Registration/plates;Yes;Incident to Arrest,Probable Cause;Citation;No;30+ Min;No;102
814;6.9.2007;0:20;Male;1965;42;Black;Other Traffic Violation;Moving violation;Yes;Probable Cause;Citation;No;0-15 Min;Yes;103
815;6.9.2007;20:25;Male;1962;45;White;Call for Service;Other;Yes;Incident to Arrest;Arrest Driver;Yes;16-30 Min;No;104
816;10.9.2007;8:44;Male;1986;21;Black;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest;Citation;No;16-30 Min;No;105
817;10.9.2007;9:40;Male;1979;28;Hispanic;Registration Violation;Registration/plates;Yes;Reasonable Suspicion;Citation;No;30+ Min;No;106
818;12.9.2007;0:27;Male;1986;21;White;Speeding;Speeding;Yes;Probable Cause;Citation;No;16-30 Min;No;107
819;13.9.2007;19:23;Male;1978;29;Black;Registration Violation;Registration/plates;Yes;Probable Cause;Citation;No;0-15 Min;Yes;108
820;14.9.2007;0:31;Female;1965;42;White;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest;Citation;No;0-15 Min;No;109
821;14.9.2007;7:50;Male;1958;49;White;Other Traffic Violation;Moving violation;Yes;Protective Frisk;Citation;No;16-30 Min;No;100
822;15.9.2007;15:40;Male;1988;19;Black;Equipment/Inspection Violation;Equipment;Yes;Probable Cause;Warning;No;0-15 Min;Yes;101
823;16.9.2007;13:30;Female;1987;20;Hispanic;Other Traffic Violation;Moving violation;Yes;Probable Cause;Arrest Passenger;Yes;30+ Min;No;102
824;18.9.2007;1:18;Male;1971;36;Black;Violation of City/Town Ordinance;Other;Yes;Probable Cause;Citation;No;30+ Min;Yes;103
825;19.9.2007;23:39;Male;1981;26;Hispanic;Speeding;Speeding;Yes;Probable Cause,Protective Frisk;Citation;No;16-30 Min;No;104
826;20.9.2007;3:48;Female;1986;21;Black;Speeding;Speeding;Yes;Probable Cause;Citation;No;16-30 Min;Yes;105
827;20.9.2007;21:05;Female;1982;25;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest,Protective Frisk;Citation;No;30+ Min;No;106
828;24.9.2007;23:24;Male;1987;20;White;Speeding;Speeding;Yes;Incident to Arrest;Citation;No;16-30 Min;No;107
829;25.9.2007;0:52;Male;1988;19;Black;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest;No Action;No;30+ Min;No;108
830;26.9.2007;11:41;Male;1970;37;White;Speeding;Speeding;Yes;Inventory;Citation;No;30+ Min;No;109
831;26.9.2007;22:21;Male;1970;37;White;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest;Citation;No;16-30 Min;No;100
832;29.9.2007;15:22;Male;1988;19;Black;Speeding;Speeding;Yes;Probable Cause;Citation;No;16-30 Min;No;101
833;30.9.2007;2:00;Male;1978;29;White;Speeding;Speeding;Yes;Protective Frisk;Citation;No;0-15 Min;No;102
834;1.10.2007;18:30;Male;1983;24;Black;Speeding;Speeding;Yes;Incident to Arrest,Inventory;Citation;No;30+ Min;No;103
835;2.10.2007;0:35;Male;1987;20;Black;Registration Violation;Registration/plates;Yes;Probable Cause;Citation;No;16-30 Min;No;104
836;5.10.2007;10:13;Male;1987;20;Hispanic;Suspicious Person;Other;Yes;Incident to Arrest;No Action;No;30+ Min;No;105
837;6.10.2007;1:42;Male;1969;38;White;Equipment/Inspection Violation;Equipment;Yes;Protective Frisk;Citation;No;30+ Min;No;106
838;7.10.2007;7:30;Male;1984;23;White;Speeding;Speeding;Yes;Incident to Arrest;Citation;No;16-30 Min;No;107
839;8.10.2007;0:34;Male;1984;23;Black;Speeding;Speeding;Yes;Probable Cause;Citation;No;16-30 Min;Yes;108
840;8.10.2007;12:40;Female;1988;19;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Arrest Driver;Yes;30+ Min;No;109
841;9.10.2007;21:08;Male;1983;24;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Arrest Driver;Yes;16-30 Min;No;100
842;11.10.2007;10:19;Male;1974;33;Hispanic;Speeding;Speeding;Yes;Reasonable Suspicion;Citation;No;0-15 Min;No;101
843;13.10.2007;18:57;Male;1980;27;White;Other Traffic Violation;Moving violation;Yes;Probable Cause;Citation;No;16-30 Min;Yes;102
844;14.10.2007;11:19;Female;1972;35;Black;Registration Violation;Registration/plates;Yes;Probable Cause;Citation;No;16-30 Min;Yes;103
845;14.10.2007;15:04;Male;1973;34;Hispanic;Speeding;Speeding;Yes;Protective Frisk;Citation;No;0-15 Min;No;104
846;14.10.2007;23:59;Male;1989;18;White;Equipment/Inspection Violation;Equipment;Yes;Probable Cause;Citation;No;30+ Min;Yes;105
847;15.10.2007;10:24;Male;1967;40;White;Registration Violation;Registration/plates;Yes;Incident to Arrest;Citation;No;16-30 Min;No;106
848;16.10.2007;22:56;Male;1980;27;Black;Registration Violation;Registration/plates;Yes;Incident to Arrest,Inventory;Citation;No;0-15 Min;No;107
849;17.10.2007;11:57;Male;1988;19;Black;Speeding;Speeding;Yes;Protective Frisk;Citation;No;0-15 Min;No;108
850;17.10.2007;13:55;Male;1984;23;Hispanic;Registration Violation;Registration/plates;Yes;Incident to Arrest,Inventory;Citation;No;30+ Min;No;109
851;19.10.2007;15:14;Male;1987;20;Black;Speeding;Speeding;Yes;Reasonable Suspicion;Citation;No;30+ Min;No;100
852;20.10.2007;9:29;Male;1987;20;White;Speeding;Speeding;Yes;Protective Frisk;Citation;No;16-30 Min;No;101
853;21.10.2007;15:37;Male;1980;27;Hispanic;Other Traffic Violation;Moving violation;Yes;Protective Frisk;No Action;No;16-30 Min;Yes;102
854;23.10.2007;10:14;Male;1987;20;Black;Speeding;Speeding;Yes;Incident to Arrest,Inventory;No Action;No;30+ Min;No;103
855;25.10.2007;22:37;Male;1980;27;Hispanic;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest;Citation;No;0-15 Min;No;104
856;26.10.2007;22:45;Male;1958;49;White;Call for Service;Other;Yes;Incident to Arrest;Arrest Driver;Yes;30+ Min;No;105
857;27.10.2007;6:56;Male;1973;34;Black;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest;Citation;No;16-30 Min;No;106
858;30.10.2007;22:21;Male;1984;23;White;Other Traffic Violation;Moving violation;Yes;Inventory;Citation;No;16-30 Min;Yes;107
859;4.11.2007;3:09;Male;1985;22;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Citation;No;30+ Min;No;108
860;5.11.2007;13:28;Male;1963;44;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Arrest Driver;Yes;30+ Min;Yes;109
861;8.11.2007;14:05;Male;1977;30;White;Other Traffic Violation;Moving violation;Yes;Probable Cause;Citation;No;0-15 Min;No;100
862;10.11.2007;9:26;Female;1967;40;Hispanic;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest;No Action;No;16-30 Min;No;101
863;10.11.2007;23:40;Male;1977;30;Hispanic;Speeding;Speeding;Yes;Incident to Arrest;Citation;No;16-30 Min;No;102
864;12.11.2007;15:54;Male;1962;45;Black;Equipment/Inspection Violation;Equipment;Yes;Incident to Arrest;Citation;No;30+ Min;No;103
865;15.11.2007;23:21;Male;1986;21;White;Speeding;Speeding;Yes;Probable Cause;Citation;No;16-30 Min;No;104
866;16.11.2007;10:58;Female;1975;32;Hispanic;Registration Violation;Registration/plates;Yes;Incident to Arrest;Arrest Driver;Yes;30+ Min;No;105
867;16.11.2007;20:59;Male;1960;47;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest,Probable Cause;Arrest Driver;Yes;30+ Min;No;106
868;17.11.2007;16:18;Male;1985;22;White;Registration Violation;Registration/plates;Yes;Incident to Arrest;Citation;No;16-30 Min;No;107
869;19.11.2007;0:20;Male;1986;21;White;Speeding;Speeding;Yes;Incident to Arrest;Arrest Driver;Yes;30+ Min;No;108
870;21.11.2007;23:23;Male;1984;23;White;Speeding;Speeding;Yes;Probable Cause;Citation;No;0-15 Min;No;109
871;23.11.2007;17:23;Male;1960;47;White;Other Traffic Violation;Moving violation;Yes;Protective Frisk;Citation;No;0-15 Min;No;100
872;24.11.2007;16:48;Female;1977;30;White;Other Traffic Violation;Moving violation;Yes;Incident to Arrest;Citation;No;0-15 Min;No;101
